CODINST,NOMBREINSTITUCION,CODIGOMUNICIPIO,NOMBREMUNICIPIO,DEPARTAMENTO,CALENDARIO,NATURALEZA,JORNADA,EVALUADOS,PROMLECTURACRITICA,PROMMATEMATICA,PROMSOCIALESYCIUDADANAS,PROMCIENCIASNATURALES,PROMINGLES,DESVLECTURACRITICA,DESVMATEMATICA,DESVSOCIALESYCIUDADANAS,DESVCIENCIASNATURALES,DESVINGLES,PERIODO
192088,INST TEC METROPOLITANO - SEDE CASTILLA,05001,MEDELLIN,ANTIOQUIA,O,OFICIAL,TARDE,37,"52,027027027027",47,"47,4054054054054","46,9459459459459","44,1351351351351","7,98779098404589","10,0912503354804","7,67919071061332","9,21938159515035","8,88870119921966",48
192120,LIC  PSICOPEDAG EL CARMELO,11001,BOGOTÁ D.C.,BOGOTA,A,NO OFICIAL,FIN DE SEMANA,22,"47,0454545454545","42,7272727272727","44,2727272727273","45,4545454545455","41,7727272727273","9,36293234860224","10,6421525668171","8,8757659263424","6,9947413766634","5,38013823668941",45
192161,COLEGIO PADRE MANYANET - SEDE PRINCIPAL,25175,CHIA,CUNDINAMARCA,A,NO OFICIAL,COMPLETA,21,"63,4761904761905","61,7619047619048","62,2380952380952","58,5714285714286","69,1428571428571","4,64347981172577","8,63078653371037","6,22016689410149","8,02229037477096","9,69683306180793",62
192195,I.E.R. EL SÁBALO - SEDE PRINCIPAL,86757,SAN MIGUEL,PUTUMAYO,A,OFICIAL,FIN DE SEMANA,1,43,37,48,41,39,0,0,0,0,0,42
192211,INSTITUCION EDUCATIVA RICAURTE,25754,SOACHA,CUNDINAMARCA,A,OFICIAL,FIN DE SEMANA,24,"46,875","38,0833333333333","43,1666666666667","41,125","42,7083333333333","7,17672869646113","8,34014214594048","8,4681842757191","8,92145679271877","7,15954313982495",42
192229,INST EDUC JOSE ANTONIO GALAN,66001,PEREIRA,RISARALDA,A,OFICIAL,FIN DE SEMANA,50,"46,68","40,64","44,84","44,68","44,08","8,12263152292057","8,92087668429099","8,61976845183589","8,13016554792919","8,88208469737981",44
192252,COL TRIANGULO CHAPINERO - SEDE PRINCIPAL,11001,BOGOTÁ D.C.,BOGOTA,A,NO OFICIAL,MAÑANA,9,"53,3333333333333","50,3333333333333",53,51,"53,3333333333333","7,43303437365925","7,82623792124926","6,36396103067893","11,0227038425243","7,34846922834953",52
192278,GIMNASIO BOLÍVAR - SEDE PRINCIPAL,11001,BOGOTÁ D.C.,BOGOTA,O,NO OFICIAL,ÚNICA,42,"54,5","50,7142857142857","53,2142857142857","51,9047619047619","55,7380952380952","9,37107641473122","10,0905309736907","9,2881663875711","9,39851966498701","12,2595100443408",53
192286,UNIDAD BASICA PLAYA RICA,50001,VILLAVICENCIO,META,A,OFICIAL,MAÑANA,22,"50,5909090909091","49,1363636363636",49,"51,0909090909091","45,1818181818182","6,47823528960877","6,28145762993829","7,89816132912923","5,98338247155117","7,51275970875939",50
192294,INST TEC METROPOLITANO - SEDE CASTILLA,05001,MEDELLIN,ANTIOQUIA,O,OFICIAL,MAÑANA,75,"51,0266666666667","44,1066666666667","47,2933333333333","45,92","45,9466666666667","9,2180395015563","8,3772106131849","8,83294406757458","7,37739425176301","8,92898912793866",47
192302,I. E. PRESBITERO RODRIGO LOPERA GIL,05543,PEQUE,ANTIOQUIA,A,OFICIAL,FIN DE SEMANA,28,"42,5714285714286","34,7142857142857","39,8928571428571","39,9285714285714","40,5714285714286","7,81465182006102","8,78069069609727","9,31482007426193","7,13327399470943","5,48687708134783",39
192310,COLEGIO JOSÉ FRANCISCO SOCARRAS (IED) - SEDE PRINCIPAL,11001,BOGOTÁ D.C.,BOGOTA,A,OFICIAL,MAÑANA,175,"53,2742857142857","48,3657142857143","48,7028571428571","50,5371428571429",50,"7,93972779785964","9,92865187620241","9,06317183682635","8,87444625807833","9,95391680546482",50
192328,INSTITUCION EDUCATIVA MADRIGAL SAN FRANCISCO DE ASIS,52540,POLICARPA,NARIÑO,A,OFICIAL,MAÑANA,20,"52,5","45,55","49,65","49,8","48,15","6,70035348635468","6,62908265464425","7,72061491960596","7,4027022093287","7,65214108324557",49
192369,CENT EDUC DIST RICAURTE,11001,BOGOTÁ D.C.,BOGOTA,A,OFICIAL,MAÑANA,77,"57,0649350649351","55,0649350649351","56,1168831168831","55,8701298701299","53,012987012987","8,87536161211068","10,837723666529","10,8482038605161","9,47344022621951","10,7513689538313",56
192393,CENTRO DE ESTUDIOS PROTEA - SEDE PRINCIPAL,73001,IBAGUE,TOLIMA,A,NO OFICIAL,FIN DE SEMANA,12,"47,25","43,25","46,3333333333333","46,25","47,4166666666667","9,63068014212911","11,4266435062175","7,17740562565273","8,13661756840921","7,20427061898116",46
192450,C. E. R. SAN JUAN DE AQUITANIA,05652,SAN FRANCISCO,ANTIOQUIA,A,OFICIAL,COMPLETA,8,"47,5","42,875","41,75","43,125","39,375","8,41766849294642","9,97765360335642","8,86002257333468","7,19995039665453","4,65794252556089",43
192492,COLEGIO INSTITUTO  BOLIVARIANO - SEDE PRINCIPAL,19001,POPAYAN,CAUCA,A,NO OFICIAL,MAÑANA,12,"46,1666666666667","39,6666666666667","43,9166666666667","42,75","40,8333333333333","7,67325145416126","7,21530360141596","5,74390322362975","7,48483314929112","5,37389875963326",43
192609,SEDE # 1 TANGAREAL CARRETERA,52835,TUMACO,NARIÑO,A,OFICIAL,NOCTURNA,20,40,"32,1","34,05","36,05","37,75","5,33113989983183","5,39883028266796","7,39469938181184","4,45415240918073","4,19115610228064",36
192658,INSTITUCION EDUCATIVA CARRETO,08141,CANDELARIA,ATLANTICO,A,OFICIAL,MAÑANA,10,"49,5",41,45,"44,2","41,9","11,9837853414984","8,69226987360353","8,52447456836295","7,22341870431015","8,97465567275115",45
192666,C.EDUC.CAROLINA,23555,PLANETA RICA,CORDOBA,A,OFICIAL,TARDE,7,"49,5714285714286","44,4285714285714","49,8571428571429","50,4285714285714",39,"7,18463970001611","10,1465452717849","6,44020112078734","9,0527554342521","8,56348838577675",48
192674,COL MIGUEL ANGEL BUONARROTI,76001,CALI,VALLE,A,NO OFICIAL,FIN DE SEMANA,40,"47,175","39,525","43,425","42,575","41,775","8,01884798938869","8,25238893151087","8,41819610374014","7,44169645671242","7,4437635228838",43
192781,INSTITUTO EDUCATIVO LUISEG - SEDE PRINCIPAL,52110,BUESACO,NARIÑO,A,NO OFICIAL,FIN DE SEMANA,4,52,"46,75",49,"50,75",51,"9,55684745788763","12,2848144742469","10,295630140987","8,77021474461525","7,87400787401181",50
192807,INSTITUCION EDUCATIVA  MICROEMPRESARIAL DE CABUYALES,52378,LA CRUZ,NARIÑO,A,OFICIAL,FIN DE SEMANA,36,"46,8333333333333","40,8055555555556","43,3611111111111","43,5833333333333","40,2222222222222","9,24430326510023","9,51035358947423","8,48242814891982","6,80913252289054","7,07151675430025",43
192823,LA LINDOSA,73616,RIOBLANCO,TOLIMA,A,OFICIAL,MAÑANA,8,"43,5","38,5","40,375",41,"38,25","9,95705062470093","8,75051018920775","8,3996173382227","5,70713838726805","5,0638776785046",41
192849,INSTITUCION EDUCATIVA DIEGO ECHAVARRIA MISAS,05360,ITAGUI,ANTIOQUIA,A,OFICIAL,FIN DE SEMANA,86,"47,5116279069767","41,1395348837209","43,6976744186047","43,1976744186047","41,3720930232558","9,20453109141683","9,35969178816039","9,6296964309148","8,40982586018474","8,29038636952167",44
192955,HUISITO (sede principal),19256,EL TAMBO,CAUCA,A,OFICIAL,MAÑANA,6,52,"45,1666666666667","47,6666666666667","50,5","43,6666666666667","5,86515131944607","11,5484486692658","6,02218122167265","6,15629758864855","6,59292550137393",48
193045,EL ROSARIO,41668,SAN AGUSTIN,HUILA,A,OFICIAL,COMPLETA,4,"47,75","48,25",49,53,"43,5","10,2102889283311","7,5","10,3601801786134","6,48074069840786","4,50924975282289",49
193086,FUNDACIÓN EDUCATIVA DE COLOMBIA FUNDECOL - SEDE PRINCIPAL,68276,FLORIDABLANCA,SANTANDER,A,NO OFICIAL,NOCTURNA,51,"50,843137254902","45,6470588235294","45,9411764705882","48,7254901960784","45,9411764705882","8,05573720777834","10,6935934641481","8,90710225540469","8,52544059007521","8,39383527287945",48
193110,YACHAY WASI RUNA YANAKUNA - SEDE PRINCIPAL,41668,SAN AGUSTIN,HUILA,A,OFICIAL,COMPLETA,3,"47,6666666666667",46,39,"42,3333333333333","37,6666666666667","7,09459888459759","3,46410161513775","10,5830052442584","7,50555349946513","1,15470053837925",43
193144,CENTRO PEDAGÓGICO MARIA DE LA PAZ - SEDE PRINCIPAL,52001,PASTO,NARIÑO,A,NO OFICIAL,MAÑANA,2,"45,5","38,5",46,42,42,"7,77817459305202","7,77817459305202","2,82842712474619",0,0,43
193268,INSTITUTO DE EDUCACIÓN FORMAL DE ADULTOS EL PENSAMIENTO DE PITÁGORAS - SEDE PRINCIPAL,11001,BOGOTÁ D.C.,BOGOTA,A,NO OFICIAL,NOCTURNA,38,"46,1842105263158","43,1052631578947","43,8947368421053","45,7631578947368","42,6842105263158","7,78722190743027","9,28174457531065","7,7487208139925","6,81585675258017","7,64801780770111",45
193318,CENTRO DE ESTUDIOS PROTEA - SEDE PRINCIPAL,73001,IBAGUE,TOLIMA,A,NO OFICIAL,MAÑANA,11,"53,1818181818182","49,9090909090909","51,2727272727273","51,0909090909091","46,7272727272727","6,4624791190097","6,13929223045369","6,7095589883525","5,87289614167568","8,40346248984202",51
193326,COLEGIO SEMINARIO SAN FRANCISCO DE ASIS,52838,TUQUERRES,NARIÑO,A,OFICIAL,FIN DE SEMANA,28,"48,8571428571429","43,0357142857143","46,2142857142857","45,6428571428571","43,25","8,31649091648762","9,46526649605123","7,12511022842424","7,17100274879883","7,10568369270268",46
193409,COLEGIO CARLOS GONZALEZ,05086,BELMIRA,ANTIOQUIA,A,OFICIAL,FIN DE SEMANA,27,"42,9259259259259","35,8888888888889","40,7777777777778","39,4444444444444","39,4074074074074","7,6506707897258","6,78422000127067","8,00160240362148","5,67947270936398","5,40839276039678",40
193417,INSTITUCION EDUCATIVA RURAL EL HOYO,68464,MOGOTES,SANTANDER,A,OFICIAL,COMPLETA,5,"48,6",42,"42,8","47,4","40,6","4,97995983919549","11,7260393995586","7,15541752799933","4,82700735445887","4,87852436706019",45
193425,NUEVA MATEGUADUA,18410,LA MONTAÑITA,CAQUETA,A,OFICIAL,MAÑANA,19,"49,1052631578947","44,5789473684211","46,4210526315789","46,4210526315789","41,5263157894737","6,27069672579535","8,80855511845466","8,33543833063041","7,20582934908863","5,10303200778857",46
193433,I.E. SAGRADO CORAZÓN DE JESÚS,05837,TURBO,ANTIOQUIA,A,OFICIAL,MAÑANA,63,"45,1587301587302","39,2222222222222","40,4920634920635","41,4761904761905","41,3968253968254","8,2172249244054","8,29582958663363","8,45266328686202","6,41283275652294","6,41454919477962",42
193458,COL MARIA AUXILIADORA NORTE - SEDE PRINCIPAL,11001,BOGOTÁ D.C.,BOGOTA,A,NO OFICIAL,COMPLETA,7,"61,4285714285714","59,2857142857143",56,"58,5714285714286","65,8571428571429","7,43543638838463","8,90157824422699","9,36304793679209","8,01783725737273","4,9473417585801",59
193466,LICEO DE ALTAMIRA,05093,BETULIA,ANTIOQUIA,A,OFICIAL,NOCTURNA,13,"48,0769230769231","36,1538461538462","43,0769230769231","40,4615384615385","38,1538461538462","9,49966261209259","9,67682931755157","12,8027440968824","9,1979652153378","3,62505526040992",42
193490,LICEO MARIA INMACULADA,25754,SOACHA,CUNDINAMARCA,A,NO OFICIAL,COMPLETA,40,"57,65","55,6","53,55","55,55","54,125","9,07391301676942","10,3224922452791","9,57815356115288","7,94516463175188","10,343305775185",55
193508,INSTITUCION EDUCATIVA DEPARTAMENTAL NACIONALIZADO,25368,JERUSALEN,CUNDINAMARCA,A,OFICIAL,FIN DE SEMANA,5,"42,4","33,8","39,2","39,2","42,4","7,09224929059886","8,25832912882503","8,64291617453276","4,60434577328854","2,50998007960223",39
193516,INSTITUCION EDUCATIVA SAN JOSE,70001,SINCELEJO,SUCRE,A,OFICIAL,FIN DE SEMANA,57,"42,1754385964912","36,280701754386","38,0877192982456","39,5964912280702","39,2982456140351","5,21030163308895","7,35758691508517","6,31687281853243","7,23053952028381","5,3617857908693",39
193524,INSTITUCION EDUCATIVA DEL SUR - INESUR - SEDE PRINCIPAL,52001,PASTO,NARIÑO,A,NO OFICIAL,MAÑANA,69,"49,5652173913043","45,1304347826087","45,3333333333333","48,4782608695652","45,5217391304348","7,3474250408873","8,66859280845354","7,71108191590036","6,75540893448522","7,39357570035153",47
193532,SEDE ORU BAJO,54250,EL TARRA,NORTE SANTANDER,A,OFICIAL,COMPLETA,12,"45,75","40,5833333333333","43,1666666666667","44,6666666666667","40,25","7,66485485837795","6,17116952719121","7,99810583636507","7,3402171547433","6,48249390842192",43
193540,LIC  MODERNO LEON BAEZ,11001,BOGOTÁ D.C.,BOGOTA,A,NO OFICIAL,COMPLETA,31,"55,4193548387097","53,2258064516129","51,9354838709677","53,9032258064516","53,6451612903226","8,01986780251972","9,46822643518611","9,34143273761567","8,40378818830999","9,25760367516625",54
193565,COL. SANTO TOMAS DE AQUINO,13001,CARTAGENA,BOLIVAR,A,NO OFICIAL,COMPLETA,13,"58,5384615384615","57,3846153846154","54,6923076923077","57,1538461538462","60,8461538461538","7,73105625184753","10,8669104896352","9,96982627217926","9,09071095355174","7,8192727053752",57
193599,EL MANGO (sede principal),19473,MORALES,CAUCA,A,OFICIAL,MAÑANA,18,"44,9444444444444","41,8888888888889","42,1666666666667","46,2777777777778","47,8333333333333","5,57802645072317","8,9501159301653","6,01224241223933","8,00592101146583","8,2050916760122",44
193607,COLEGIO S.E.R SISTEMA EDUCATIVO REINTEGRADO DE GIRARDOT - SEDE PRINCIPAL,25307,GIRARDOT,CUNDINAMARCA,A,NO OFICIAL,COMPLETA,12,"56,25","52,5833333333333","52,25","53,5833333333333","54,5833333333333","8,02411139232025","10,3524993322503","11,6160155897717","9,64325796826074","13,9444243228959",54
193615,CENTRO EDUCATIVO NAVAL LEGUIZAMO,86573,PUERTO  LEGUIZAMO,PUTUMAYO,A,OFICIAL,MAÑANA,6,"58,6666666666667","48,8333333333333","51,5","54,5","53,1666666666667","5,16397779494322","3,71034589582517","4,32434966208793","7,44983221287567","5,19294393062997",53
193649,I.E. TIERRA BAJA - SEDE PRINCIPAL,13001,CARTAGENA,BOLIVAR,A,OFICIAL,MAÑANA,10,"48,1","46,6","42,3","46,1",43,"7,80953832751264","9,99110715697826","11,5089337280026","6,27959659001542","6,35959467611297",46
193664,COLEGIO INTEGRADO LAS MERCEDES,68444,MATANZA,SANTANDER,A,OFICIAL,FIN DE SEMANA,9,"48,6666666666667","48,5555555555556","43,7777777777778","44,7777777777778","43,1111111111111","6,80073525436772","8,48691803764934","8,02772971919486","10,5211427347244","6,00925212577332",46
193672,COLEGIO PARROQUIAL MARIA INMACULADA,76563,PRADERA,VALLE,A,NO OFICIAL,MAÑANA,14,"57,4285714285714","56,7857142857143","51,3571428571429","51,9285714285714","54,1428571428571","9,06145077291104","9,95511906530482","8,68780881339029","9,59538579586191","7,50238057457193",54
193680,I.E. INTERNADO EL SEJAL - SEDE PRINCIPAL,99773,CUMARIBO,VICHADA,A,OFICIAL,MAÑANA,12,"41,5","36,9166666666667",40,"39,9166666666667","40,6666666666667","6,40312423743285","5,53432813255483","6,17914380653325","6,27344089045721","5,26279105579632",40
193698,COL COMFANORTE,54405,LOS PATIOS,NORTE SANTANDER,A,NO OFICIAL,TARDE,21,"60,6190476190476","64,7619047619048","60,7619047619048","61,1428571428571","63,8571428571429","7,47981410515121","10,1926677661188","7,54920367922844","8,52810479699748","9,33426866061672",62
193722,COL JOHN F KENNEDY,47053,ARACATACA,MAGDALENA,A,OFICIAL,NOCTURNA,8,"41,25","37,5","40,25","42,875","44,75","7,40173724781651","7,57816411992848","6,45312770235156","5,69304086457442","10,3888676682578",41
193730,COLEGIO GIMNASIO SANTIAGO DE CALI,47001,SANTA MARTA,MAGDALENA,A,NO OFICIAL,MAÑANA,36,"57,9722222222222","56,5833333333333","56,8888888888889","54,2222222222222","56,3888888888889","8,27901343712302","10,1878779509207","9,75639798221155","9,62470366478473","11,7528787422554",56
193755,LICEO PSICOPEDAGÓGICO MUNDO ACTIVO,25754,SOACHA,CUNDINAMARCA,A,NO OFICIAL,COMPLETA,16,59,"56,75","56,25","57,6875","58,3125","7,8655366420014","8,24216799958199","7,38918128076447","6,50864809311427","6,65050123424292",57
193789,MERCEDES ABREGO,76520,PALMIRA,VALLE,A,OFICIAL,NOCTURNA,42,"46,452380952381","39,8095238095238","42,3333333333333","41,7380952380952","42,047619047619","8,70996732359915","8,77701570271814","9,26747963913537","7,49978706627655","7,01549636980523",43
193797,VILLA DE LOS ANDES,41396,LA PLATA,HUILA,A,OFICIAL,FIN DE SEMANA,2,49,"43,5","45,5",44,35,"12,7279220613579","3,53553390593274","2,12132034355964","4,24264068711929","5,65685424949238",45
193813,SAN ANTONIO (sede principal),19130,CAJIBIO,CAUCA,A,OFICIAL,MAÑANA,6,"41,3333333333333","34,6666666666667","42,6666666666667","41,1666666666667","38,6666666666667","3,2659863237109","10,112698288126","7,17402722790112","5,91326193117358","6,12100209660695",40
193821,SEDE EL ASERRIO,54800,TEORAMA,NORTE SANTANDER,A,OFICIAL,MAÑANA,7,"46,2857142857143","37,8571428571429","45,4285714285714","43,2857142857143","40,7142857142857","7,15807901870992","3,93397896234722","7,27683866472117","8,17953311043863","6,75066134326323",43
193839,VALENCIA DE LA PAZ,41357,IQUIRA,HUILA,A,OFICIAL,COMPLETA,6,52,50,"49,5","55,8333333333333","44,3333333333333","7,61577310586391","7,79743547584717","6,41092816992984","4,11906138175515","8,14043405886115",51
193847,LICEO CAMPESTRE FACATATIVA  SEDE URBANA - SEDE PRINCIPAL,25269,FACATATIVA,CUNDINAMARCA,A,NO OFICIAL,ÚNICA,11,"63,5454545454545","67,3636363636364","64,3636363636364","65,3636363636364","64,1818181818182","5,55632317929107","4,73862273815351","6,34464699211433","3,77551922979416","6,76488258313745",65
193854,IE ANGEL CUADROS - SEDE PRINCIPAL,76111,BUGA,VALLE,A,OFICIAL,FIN DE SEMANA,3,"52,3333333333333","42,3333333333333","50,3333333333333",48,"43,6666666666667","10,2632028788938","14,5716619962629","9,81495457622364","6,08276253029822","1,15470053837925",48
193862,ESC. NUEVA CAÑO GRANDE,20228,CURUMANI,CESAR,A,OFICIAL,TARDE,5,"44,4","37,2","38,4","45,6",44,"9,28977932999487","7,94984276574072","5,22494019104525","5,45893762558247","7,58287544405155",42
193870,GIMN. BILINGÜE ALTAMAR - SEDE PRINCIPAL,13001,CARTAGENA,BOLIVAR,A,NO OFICIAL,MAÑANA,25,"65,68","61,8","63,08","61,96","70,04","12,762967262096","11,5722368912266","9,77633196381274","8,58040403089116","9,65867485734974",64
193888,GIMNASIO VILLA FONTANA,15001,TUNJA,BOYACA,A,NO OFICIAL,COMPLETA,15,69,"74,8666666666667","70,7333333333333","67,0666666666667","76,2666666666667","6,67618368317024","9,1796877216312","5,35145730040848","4,74291451485667","4,80277697448743",71
193904,VALPARAISO,23686,SAN PELAYO,CORDOBA,A,OFICIAL,MAÑANA,20,"55,05","51,85","49,7","53,4","47,1","8,93529371001371","8,74356906531881","11,5762915614539","7,36563857238104","9,46405943835052",52
193912,LICEO ALTOS DEL LIBANO - SEDE PRINCIPAL,23466,MONTELIBANO,CORDOBA,A,NO OFICIAL,TARDE,20,"53,1","49,5","53,6","53,7","48,2","7,53168744634784","10,1437042958727","9,43900083918342","6,25005263135734","8,78155962649484",52
193920,SEDE 1 ISMAEL SANTOFIMIO TRUJILLO,73001,IBAGUE,TOLIMA,A,OFICIAL,TARDE,27,"50,1851851851852","47,4814814814815","47,1851851851852","50,1481481481481","46,7407407407407","8,6292750254229","9,26685728144358","10,7740323036351","8,40193981129314","7,28851885656524",49
193946,LICEO DE LOS ANDES,25214,COTA,CUNDINAMARCA,A,NO OFICIAL,COMPLETA,13,"67,8461538461538","67,9230769230769","69,4615384615385","67,6923076923077",77,"7,36937529969076","6,43508014015804","6,47579318971023","4,76767964850505","5,8022983951764",69
193953,I.E. BICENTENARIO DE SOLEDAD - SEDE PRINCIPAL,08758,SOLEDAD,ATLANTICO,A,NO OFICIAL,COMPLETA,79,"52,379746835443","48,4556962025316","47,8860759493671","48,9873417721519","49,8354430379747","9,14457075504697","9,95219015755652","11,2260997882478","8,74348647072468","11,4022381740658",49
193961,MONDEYAL,41359,ISNOS,HUILA,A,OFICIAL,COMPLETA,17,"47,2352941176471","43,8823529411765","44,7058823529412","48,7058823529412","45,7058823529412","8,18939414551457","6,99001388536869","9,59664463420909","6,37146672558949","5,52001705027205",46
193979,CENT EDUC EL MINUTO DE DIOS,23419,LOS CORDOBAS,CORDOBA,A,OFICIAL,MAÑANA,5,"48,8","42,2","44,4","44,2","42,6","5,06951674225463","6,9065186599328","9,26282894152753","2,58843582110896","10,0399203184089",45
193987,INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR SAN JOSE - SEDE PRINCIPAL,17513,PACORA,CALDAS,A,OFICIAL,FIN DE SEMANA,27,"47,3333333333333","39,4074074074074","43,8518518518519","42,962962962963",41,"8,20412654142367","9,82641361628975","9,04562666836089","5,95160922958257","3,83305461640031",43
194019,C.E. SAN ISIDRO - SEDE PRINCIPAL,20175,CHIMICHAGUA,CESAR,A,OFICIAL,COMPLETA,13,"41,6153846153846","37,6153846153846","39,3076923076923","42,4615384615385","41,4615384615385","9,39448829135522","11,0267739429873","9,13221965884723","6,69098130091773","4,82381910618866",40
194027,INSTITUCION EDUCATIVA EL PLACER,52356,IPIALES,NARIÑO,A,OFICIAL,MAÑANA,17,"51,4117647058824","47,2941176470588","49,1764705882353","51,1764705882353","50,9411764705882","9,72791616643444","10,57570745791","8,6691644213676","7,28212961740629","7,82999511681915",50
194035,CORPORACION EDUCATIVA MARIA GORETTI CORPOMAGO,54001,CUCUTA,NORTE SANTANDER,A,NO OFICIAL,NOCTURNA,7,"39,2857142857143",39,"37,8571428571429","44,4285714285714",40,"5,96417878432803","6,11010092660779","10,7459848537112","7,16140449113959","6,92820323027551",40
194068,FUNDACION INSTITUTO CRISTIANO DE PROMOCION CAMPESINA,68705,SANTA BARBARA,SANTANDER,A,NO OFICIAL,COMPLETA,19,"41,3157894736842",37,"39,4210526315789","41,9473684210526","36,3684210526316","6,21872290907732","7,34090518184841","9,13063092303219","5,45154090561687","4,38698233813264",40
194076,FUNDACION INSTITUTO CRISTIANO DE PROMOCION CAMPESINA,68780,SURATA,SANTANDER,A,NO OFICIAL,COMPLETA,13,"45,5384615384615","39,3076923076923","44,6153846153846","46,7692307692308","37,8461538461538","8,67578415875077","6,90874585078719","9,91243715018715","7,98074606113412","5,98395289985577",44
194084,INST EDUC EL DIAMANTE,05001,MEDELLIN,ANTIOQUIA,A,OFICIAL,MAÑANA,37,"56,1891891891892","51,9459459459459","54,5135135135135","50,4324324324324","49,8378378378378","10,0604777825515","10,7727690290172","10,8490184441359","9,94300575094691","11,329689398296",53
194092,INSTITUCION EDUCATIVA TECNICO INDUSTRIAL PEDRO ANTONIO MOLINA,76001,CALI,VALLE,A,OFICIAL,NOCTURNA,24,51,"45,5833333333333","45,0416666666667","45,8333333333333","43,875","8,02712791779822","9,42668122090589","10,4610215091306","8,93778820352186","7,14028680461604",47
194118,CENTRO EDUCATIVO OASIS DE FE,08433,MALAMBO,ATLANTICO,A,NO OFICIAL,MAÑANA,3,"55,6666666666667","57,3333333333333",46,"57,3333333333333","47,6666666666667","3,51188458428425","5,85946527708232","5,29150262212918","3,21455025366432","6,42910050732864",54
194126,SEDE 1 AMBIENTAL COMBEIMA,73001,IBAGUE,TOLIMA,A,OFICIAL,FIN DE SEMANA,53,"46,0377358490566","42,0943396226415","44,0188679245283","44,3962264150943","41,9811320754717","7,37449415253721","7,43759718991029","6,74961698639188","6,86501617075105","5,86216869176264",44
194134,SEDE # 1 PEÑA COLORADA,52835,TUMACO,NARIÑO,A,OFICIAL,MAÑANA,17,"38,4705882352941","33,3529411764706","34,2352941176471","34,6470588235294","39,3529411764706","4,70528488854319","5,87304410496154","5,26224063214409","4,89822897166144","6,23439227662356",35
194142,E.R.M. SEMILLERO DE NIÑOS PAECES (LUUCX FXIW) - SEDE PRINCIPAL,19473,MORALES,CAUCA,A,OFICIAL,MAÑANA,4,"48,5","48,5","49,5","46,75","40,75","17,5973482850873","12,1243556529821","13,9642400437689","13,0224165704117","4,27200187265877",48
194167,INSTITUCION EDUCATIVA SAN VICENTE DE PAUL,05266,ENVIGADO,ANTIOQUIA,A,OFICIAL,TARDE,26,"51,1153846153846","48,3461538461538","47,2307692307692","49,9230769230769","50,1538461538462","9,94917855132542","11,6719914588465","11,4518389520904","8,76320980884551","10,9897854672138",49
194175,COL. GIMN. MODERNO,41001,NEIVA,HUILA,A,NO OFICIAL,FIN DE SEMANA,3,"42,6666666666667","47,6666666666667",42,"42,3333333333333","42,6666666666667","8,32666399786453","12,2202018532156","3,46410161513775","11,2398102000582","5,13160143944688",44
194183,INSTITUCION EDUCATIVA DISTRITAL NUEVO HORIZONTE - SEDE PRINCIPAL,08001,BARRANQUILLA,ATLANTICO,A,OFICIAL,MAÑANA,23,"45,6086956521739","36,304347826087","40,7391304347826","42,4782608695652","41,8695652173913","7,91855777981401","7,5944643871746","8,37321156646355","6,39509446385126","6,69670439861067",41
194191,COLEGIO CRISTO REY - SEDE PRINCIPAL,15001,TUNJA,BOYACA,A,NO OFICIAL,COMPLETA,22,"66,3181818181818","69,8636363636364","67,1818181818182","66,4545454545455","74,9545454545455","6,25936527769819","7,41488499442301","6,26126690083271","7,81772876971842","6,1758151397765",68
194217,CENT EDUC VILLANUEVA,23580,PUERTO LIBERTADOR,CORDOBA,A,OFICIAL,MAÑANA,15,"48,8","46,7333333333333",44,"46,3333333333333","42,7333333333333","7,84856674813943","9,52790388180697","6,67618368317024","7,60325744727375","6,30721431227387",46
194233,CENT EDUC PICA PICA VIEJO,23580,PUERTO LIBERTADOR,CORDOBA,A,OFICIAL,MAÑANA,11,"43,3636363636364","41,3636363636364","39,5454545454545","41,8181818181818","41,5454545454545","5,20139841336399","8,66340264876021","9,6887939018604","6,53939113095679","4,76158873410202",42
194241,SEDE LOS COMUNEROS,19001,POPAYAN,CAUCA,A,OFICIAL,FIN DE SEMANA,55,"44,4363636363636","36,7454545454545","41,1636363636364","40,6909090909091","40,7454545454545","7,02841754583869","8,22646628114086","7,72864713465342","6,16403165106136","5,86015478817873",41
194266,ESC NVA LA ESPERANZA,23580,PUERTO LIBERTADOR,CORDOBA,A,OFICIAL,MAÑANA,12,"50,8333333333333","47,6666666666667","49,25","47,8333333333333","41,6666666666667","9,3598109279013","7,83156008298049","7,5211822088141","8,67423911605071","5,95945899517326",48
194282,SEDE JOSE ANTONIO GALAN NO. 1,19001,POPAYAN,CAUCA,A,OFICIAL,MAÑANA,10,"42,4","37,5","41,2","43,1","41,7","8,43537524687287","6,11464544261471","5,84617633823833","6,93541635375988","7,0087247215326",41
194332,ANTONIO NARIÑO,76109,BUENAVENTURA,VALLE,A,OFICIAL,MAÑANA,42,"46,7619047619048","41,1190476190476","40,4285714285714","42,6190476190476","43,5952380952381","7,60234085839972","7,96701241844933","8,33488951787973","7,47989950679977","6,67744482973264",43
194373,INSTITUCION EDUCATIVA EDUCAR SIGLO XXI - SEDE PRINCIPAL,73283,FRESNO,TOLIMA,A,NO OFICIAL,FIN DE SEMANA,25,"46,36","40,4","44,2","42,64","40,84","7,26223106214612","6,88597608670453","7,78352961922374","7,40427804268136","6,49153294684699",43
